random-1;1.2420749279538905;15;0.11700677871704102;0.5;Si
random-4;1.1857798165137614;28;2.5681469440460205;0.75;Si
random-5;1.4591754244139046;32;2.9241673946380615;0.75;Si
random-6;0.9672131147540983;18;0.25701475143432617;0.06312405461868897;Si
random-8;0.9228630993745657;23;0.831047534942627;0.75;Si
random-10;1.0688427299703265;30;2.5391452312469482;0.75;Si
market-1;2.1429061588608684;8;0.27301549911499023;0.011055348551232469;No
market-2;1.3260350731555461;8;0.32301855087280273;0.75;No
market-5;3.8616352201257853;7;0.363020658493042;0.75;No
wind-2005;90391.75;4;0.01500082015991211;0.75;Si
wind-2006;90034.2;5;0.022001266479492188;0.5;Si
brock200-2;0.5238095238095238;11;0.46202659606933594;0.5;No
football;0.5263157894736842;10;0.17200970649719238;0.75;No
johnson 16-2-4;0.5294117647058824;9;0.2820158004760742;0.75;No
karate;0.5454545454545454;6;0.010000228881835938;0.75;Si
keller4;0.5217391304347826;12;0.3130178451538086;0.75;No
c-fat500-10;1.0080160320641283;126;113.82951068878174;0.75;No
email;1.4532179556517035;12;0.002000093460083008;0.75;Si
jazz;0.8886428345460298;30;0.024001598358154297;0.75;Si
p-hat1000-1;2.075268817204301;10;0.7830445766448975;0.75;No
polbooks;2.975;6;0.003000020980834961;0.75;Si
sanr400-0-7;2.395276292335116;19;3.559203624725342;0.5;Si